SiO2,TiO2,Al2O3,FeO*,MnO,MgO,CaO,Na2O,K2O,P2O5,Sc,Cr,Rb,Sr,Ba,La,Ce,Th,Formation,FormationID
54.25,1.798,14.69,11.4,0.195,4.42,8.67,2.81,1.26,0.328,37,50,30,332,500,19,50,4,GrandeRonde,2
54.75,1.754,14.24,11.15,0.223,4.73,8.43,2.9,1.32,0.328,36,53,29,317,520,19,50,4,GrandeRonde,2
54.81,1.796,14.27,11.15,0.195,4.67,8.61,2.96,1.04,0.335,43,44,27,309,531,19,50,4,GrandeRonde,2
54.39,1.764,14.4,11.04,0.194,4.65,8.82,2.96,1.28,0.32,37,45,31,313,542,19,50,4,GrandeRonde,2
54.34,1.774,14.73,10.67,0.194,4.9,8.81,2.82,1.21,0.366,42,47,30,314,560,19,50,4,GrandeRonde,2
55.33,1.939,14.24,11.05,0.204,4.17,7.89,2.91,1.7,0.37,33,28,35,312,594,19,50,4,GrandeRonde,2
55.28,1.826,14.71,9.82,0.191,4.26,8.88,3.1,1.41,0.331,32,49,32,331,642,19,50,4,GrandeRonde,2
55.22,1.881,14.38,10.61,0.205,4.28,8.51,2.91,1.42,0.385,38,45,35,318,649,19,50,4,GrandeRonde,2
52.36,3.132,13.27,13.66,0.205,4.06,8.42,2.75,1.32,0.574,35,30,29,319,633,20,50,4,Wanapum,1
50.27,3.71,12.96,14.81,0.245,4.37,8.7,2.69,1.21,0.788,34,31,28,292,539,21,50,4,Wanapum,1
55.29,1.928,14.16,10.25,0.208,4,8.77,3.17,1.66,0.342,36,6,36,334,574,21,50,4,GrandeRonde,2
54.78,2.096,13.91,12.54,0.205,3.68,7.35,3.33,1.48,0.397,36,9,43,322,576,21,50,4,GrandeRonde,2
54.52,2.126,13.65,12.69,0.202,3.77,7.6,3.04,1.76,0.407,30,41,45,314,582,24,50,4,GrandeRonde,2
51.72,3.157,13.21,14.12,0.215,4.13,8.71,2.88,1.07,0.545,45,32,20,324,549,25,50,4,Wanapum,1
51.72,3.157,13.21,14.12,0.215,4.13,8.71,2.88,1.07,0.545,45,32,20,324,549,25,50,4,Wanapum,1
54.97,2.106,13.94,12.09,0.198,4,7.3,3.2,1.54,0.409,39,27,40,301,591,25,50,4,GrandeRonde,2
56.47,1.956,13.93,11.13,0.19,3.59,7.16,3.19,1.81,0.329,31,12,50,308,707,27,50,4,GrandeRonde,2
54.25,2.517,13.84,12.61,0.192,3.54,7.45,3.05,1.86,0.449,33,4,45,322,703,28,50,4,GrandeRonde,2
54.32,2.21,13.75,12.36,0.196,3.81,7.71,3.22,1.76,0.419,39,21,40,321,602,31,50,4,GrandeRonde,2
54.71,2.318,13.73,12.61,0.21,3.6,7.38,3.05,1.7,0.447,33,10,45,321,735,33,50,4,GrandeRonde,2
55.98,1.848,14.04,10.68,0.195,4.26,7.75,3.23,1.49,0.319,39,23,35,314,540,13,51,4,GrandeRonde,2
54.68,2.228,13.71,11.97,0.209,3.87,7.74,3.29,1.67,0.399,37,18,36,322,555,14,51,4,GrandeRonde,2
54.29,1.656,14.68,10.47,0.186,5.13,9.17,2.79,1.15,0.266,41,97,28,307,429,19,51,4,GrandeRonde,2
50.3,3.108,13.65,13.88,0.231,5.32,9.07,2.34,1.12,0.754,39,109,27,281,478,19,51,4,Wanapum,1
54.71,2.097,14.03,11.99,0.196,4.09,7.64,3.14,1.52,0.366,31,8,42,358,562,21,51,4,GrandeRonde,2
54.41,2.357,14.03,11.58,0.2,4.33,8.09,3.23,1.37,0.388,33,35,24,339,557,22,51,4,GrandeRonde,2
54.41,2.357,14.03,11.58,0.2,4.33,8.09,3.23,1.37,0.388,33,35,24,339,557,22,51,4,GrandeRonde,2
56.66,2.107,13.95,9.84,0.208,3.93,7.76,2.89,2.1,0.306,33,6,46,332,810,22,51,4,GrandeRonde,2
56.03,2.015,14.01,11.22,0.19,3.66,7.23,3.28,1.77,0.349,32,15,49,326,697,23,51,4,GrandeRonde,2
54.63,2.317,13.53,13.06,0.191,3.56,7,3.32,1.68,0.46,33,6,46,322,697,25,51,4,GrandeRonde,2
55.82,1.926,13.9,11.58,0.19,3.73,7.26,3.13,1.91,0.319,32,13,50,311,652,26,51,4,GrandeRonde,2
55.05,1.905,14.18,11.09,0.202,4.07,8.57,2.92,1.39,0.384,33,44,31,323,594,13,52,4,GrandeRonde,2
54.12,2.169,14.4,11.09,0.176,4.51,8.5,2.99,1.49,0.325,33,60,39,331,507,19,52,4,GrandeRonde,2
53.29,1.787,14.16,12.03,0.205,5.11,8.77,3.16,1,0.273,36,50,21,311,442,21,52,4,GrandeRonde,2
53.99,2.141,14.1,11.56,0.175,4.57,8.29,3.26,1.35,0.329,31,56,35,326,489,21,52,4,GrandeRonde,2
50.31,3.345,13.37,13.5,0.231,4.99,9.15,2.82,1.23,0.813,39,88,29,288,506,22,52,4,Wanapum,1
54.36,2.318,13.72,12.2,0.194,3.96,7.8,3.14,1.68,0.375,34,24,46,332,568,22,52,4,GrandeRonde,2
51.5,2.92,13.24,14.23,0.219,4.47,8.27,2.98,1.38,0.555,44,49,37,312,541,23,52,4,Wanapum,1
51.73,2.939,13.33,13.76,0.218,4.54,8.36,3.05,1.27,0.561,39,57,33,314,575,23,52,4,Wanapum,1
52.13,2.983,13.08,14.27,0.229,4.04,7.98,2.81,1.57,0.659,36,19,38,293,637,25,52,4,Wanapum,1
54.78,2.146,13.88,12.07,0.204,3.75,7.73,3.17,1.61,0.423,39,50,41,316,581,26,52,4,GrandeRonde,2
57.2,2.175,14.58,8.85,0.167,3.77,7.57,3.24,1.89,0.324,34,6,45,371,668,26,52,4,GrandeRonde,2
56.4,1.945,13.93,11.27,0.19,3.6,7.22,3.11,1.76,0.329,32,8,49,319,736,27,52,4,GrandeRonde,2
52.05,2.37,15.41,12.76,0.2,4.69,8.56,2.52,0.74,0.45,41,67,21,293,537,28,52,4,GrandeRonde,2
55.3,2.203,13.73,11.64,0.237,3.81,7.59,3.24,1.64,0.366,34,9,41,317,596,28,52,4,GrandeRonde,2
50.22,3.278,13.58,13.72,0.238,4.91,9.33,2.52,1.17,0.796,33,111,27,296,524,29,52,4,Wanapum,1
53.19,1.347,15.09,9.43,0.162,6.46,10.63,2.56,0.77,0.174,39,120,18,238,309,31,52,4,SaddleMountains,0
55.67,1.782,14.32,10.67,0.192,4.25,8.05,3.15,1.44,0.258,34,17,38,318,545,46,52,4,GrandeRonde,2
54.65,1.789,14.01,11.68,0.204,4.52,8.1,3.05,1.45,0.323,32,27,33,317,543,4,53,4,GrandeRonde,2
56.17,2.099,13.96,11.03,0.198,3.74,7.49,3.15,1.6,0.334,28,22,40,324,668,10,53,4,GrandeRonde,2
53.22,1.824,14.54,11.53,0.191,5.04,9.12,3.08,0.96,0.294,44,47,23,319,448,14,53,4,GrandeRonde,2
50.57,3.026,13.69,14.32,0.222,4.43,8.83,2.94,1.15,0.609,41,58,25,310,507,14,53,4,Wanapum,1
54.21,2.148,13.83,12.23,0.244,4.15,8.02,3.12,1.45,0.363,42,34,32,339,710,14,53,4,GrandeRonde,2
54.78,1.823,14.39,10.38,0.172,5.04,8.55,3.21,1.13,0.301,40,52,24,312,585,16,53,4,GrandeRonde,2
54.51,2.237,13.9,11.97,0.206,4.03,7.83,3.13,1.57,0.388,34,32,31,321,539,18,53,4,GrandeRonde,2
53.08,2.347,13.69,13.1,0.221,4.24,8.13,3.36,1.14,0.444,38,16,28,307,510,20,53,4,GrandeRonde,2
56.02,2.092,13.97,10.86,0.185,3.89,7.59,3.14,1.71,0.318,34,6,41,337,607,22,53,4,GrandeRonde,2
55.66,2.063,13.65,12.01,0.197,3.67,7.38,3.19,1.58,0.344,34,4,43,323,645,22,53,4,GrandeRonde,2
54.65,2.206,13.76,12.37,0.204,3.87,7.73,3.03,1.77,0.414,36,16,41,312,615,24,53,4,GrandeRonde,2
54.65,2.206,13.76,12.37,0.204,3.87,7.73,3.03,1.77,0.414,36,16,41,312,615,24,53,4,GrandeRonde,2
50.17,3.254,13.59,13.21,0.244,5.31,9.34,2.63,1.22,0.781,36,107,25,288,554,27,53,4,Wanapum,1
55.22,2.254,13.71,12.52,0.199,3.52,7.27,3.04,1.58,0.447,36,30,46,321,646,27,53,4,GrandeRonde,2
53.21,3.308,14.03,13.44,0.193,2.7,7.48,3.28,1.47,0.62,38,32,43,322,652,32,53,4,Wanapum,1
54.73,2.219,13.79,12.1,0.197,3.77,7.8,3.17,1.59,0.382,27,31,36,327,628,0.1,54,4,GrandeRonde,2
53.51,2.523,13.93,12.63,0.203,4.02,7.99,3.05,1.51,0.376,32,5,39,361,550,17,54,4,GrandeRonde,2
51.64,3.078,12.99,14.41,0.242,4.24,8.17,2.94,1.44,0.606,40,25,35,308,533,19,54,4,Wanapum,1
55.04,2.214,13.61,12.25,0.196,3.95,7.14,3.42,1.56,0.375,33,10,40,304,594,21,54,4,GrandeRonde,2
54.84,2.313,13.37,13.01,0.198,3.61,6.95,3.44,1.61,0.408,35,10,43,300,631,22,54,4,GrandeRonde,2
50.48,3.259,13.41,14.1,0.238,4.49,9.1,2.67,1.18,0.821,42,91,29,290,543,24,54,4,Wanapum,1
50.2,3.282,13.67,13.77,0.219,4.66,9.41,2.7,1.07,0.778,44,90,26,302,587,24,54,4,Wanapum,1
50.2,3.282,13.67,13.76,0.219,4.65,9.41,2.71,1.06,0.782,44,90,26,302,587,24,54,4,Wanapum,1
55.25,2.357,13.83,11.36,0.205,3.69,7.54,3.38,1.67,0.465,34,6,42,351,736,24,54,4,GrandeRonde,2
49.89,2.969,14.68,13.42,0.211,4.91,8.28,3.37,1.69,0.572,33,31,29,454,549,26,54,4,Steens,4
55.81,2.212,13.87,12.22,0.187,3.36,6.87,3.16,1.91,0.405,31,12,47,346,701,27,54,4,GrandeRonde,2
55.81,2.212,13.87,12.22,0.187,3.36,6.87,3.16,1.91,0.405,31,12,47,346,701,27,54,4,GrandeRonde,2
55.1,2.327,13.65,12.43,0.189,3.42,7.09,3.39,1.67,0.459,34,8,46,326,717,27,54,4,GrandeRonde,2
51.9,3.245,13.57,13.69,0.197,3.75,8.87,2.9,1.06,0.583,44,30,28,329,533,28,54,4,Wanapum,1
51.9,3.245,13.57,13.68,0.196,3.75,8.87,2.9,1.06,0.583,44,30,28,329,533,28,54,4,Wanapum,1
55.76,1.935,14.62,9.63,0.181,4.39,8.27,3.26,1.39,0.338,40,19,30,345,594,37,54,4,GrandeRonde,2
53.36,2.554,13.62,13.04,0.189,4.07,8.36,2.99,1.13,0.473,39,23,28,331,517,10,55,4,GrandeRonde,2
57,2.42,14.44,9.61,0.258,3.15,6.85,3.18,2.38,0.447,28,12,58,340,780,16,55,4,GrandeRonde,2
50.31,3.061,13.54,13.61,0.229,5.52,9.05,2.45,1.23,0.758,40,115,25,288,536,20,55,4,Wanapum,1
53.73,2.585,13.65,12.93,0.199,3.87,7.71,3.04,1.63,0.403,33,8,45,347,536,22,55,4,GrandeRonde,2
50.53,3.312,13.46,14.57,0.206,4.19,8.79,2.86,1.11,0.718,44,34,28,321,620,22,55,4,Wanapum,1
54.53,2.424,13.6,12.35,0.192,3.72,7.48,3.37,1.68,0.409,34,13,45,306,604,23,55,4,GrandeRonde,2
49.57,3.158,13.68,13.86,0.23,5.55,9.28,2.58,1.07,0.786,37,98,25,296,519,24,55,4,Wanapum,1
54.28,1.931,13.89,12.15,0.202,4.27,8.39,2.96,1.3,0.412,34,38,30,317,485,25,55,4,GrandeRonde,2
49.9,3.069,13.14,14.64,0.23,5.5,9.2,2.42,0.94,0.725,45,115,17,290,512,25,55,4,Wanapum,1
55.67,2.184,14.7,9.45,0.173,3.77,8.4,3.25,1.72,0.43,37,13,41,345,724,25,55,4,GrandeRonde,2
49.81,3.187,13.32,14.42,0.253,5.21,9.07,2.6,1.11,0.769,35,101,25,286,508,36,55,4,Wanapum,1
51.89,3.115,13.1,13.85,0.228,4.23,8.26,2.92,1.51,0.647,42,26,35,323,627,15,56,4,Wanapum,1
51.93,3.134,13.27,14.1,0.198,4.03,8.24,2.84,1.37,0.644,38,25,38,321,574,17,56,4,Wanapum,1
51.93,3.134,13.27,14.09,0.197,4.03,8.24,2.84,1.37,0.645,38,25,38,321,574,17,56,4,Wanapum,1
54.2,1.854,14.67,10.34,0.177,5.03,8.96,3.17,1.1,0.281,38,58,27,319,499,18,56,4,GrandeRonde,2
54.68,2.323,13.65,12.25,0.198,3.75,7.6,3.37,1.57,0.377,30,31,43,314,607,18,56,4,GrandeRonde,2
50.88,3.103,13.62,14.09,0.229,4.53,8.91,2.66,1.07,0.688,42,38,23,314,505,23,56,4,Wanapum,1
53.81,2.552,13.73,12.8,0.194,3.82,7.71,3.08,1.65,0.401,32,10,43,344,550,23,56,4,GrandeRonde,2
51.74,3.251,13.58,13.56,0.339,3.14,9.05,3.02,1.44,0.618,38,30,35,329,625,24,56,4,Wanapum,1
51.27,3.447,14.62,12.28,0.205,4.23,9.04,3.07,0.85,0.706,43,29,10,352,800,24,56,4,Wanapum,1
50.4,3.299,13.99,12.58,0.228,5.01,9.52,2.72,1.17,0.824,38,107,29,298,608,26,56,4,Wanapum,1
54.48,2.271,13.79,11.95,0.189,4.15,7.77,3.29,1.53,0.357,36,26,40,326,516,28,56,4,GrandeRonde,2
55.31,2.482,13.84,11.66,0.252,3.47,7.3,3.16,1.79,0.482,33,21,42,325,712,29,56,4,GrandeRonde,2
56.88,2.521,14.06,10.23,0.183,3.3,6.92,3.23,1.94,0.463,35,15,52,328,824,29,56,4,GrandeRonde,2
50.07,3.31,13.76,13.59,0.231,5.04,9.38,2.51,1.01,0.836,38,104,26,305,583,31,56,4,Wanapum,1
50.24,3.078,13.7,13.69,0.222,5.15,9.33,2.54,1.08,0.752,41,102,23,302,451,38,56,4,Wanapum,1
49.97,3.217,13.62,13.63,0.225,5.25,9.23,2.62,1.2,0.785,31,95,25,295,610,39,56,4,Wanapum,1
57.65,2.516,14.41,9.67,0.161,2.91,6.68,3.23,1.99,0.444,38,20,60,354,1277,41,56,4,GrandeRonde,2
52.21,3.167,13.43,13.23,0.21,4.07,8.38,3.09,1.3,0.658,43,24,31,328,640,8,57,4,Wanapum,1
53.46,3.222,13.77,11.1,0.199,4.09,8.56,3.21,1.48,0.656,45,23,36,337,603,12,57,4,Wanapum,1
51.08,3.576,12.85,14.51,0.264,4.27,8.43,2.56,1.43,0.772,37,34,55,291,649,17,57,4,Wanapum,1
51.74,3.005,13.33,14.47,0.222,4.3,8.5,2.44,1.17,0.576,35,61,23,311,555,20,57,4,Wanapum,1
54.31,2.207,13.71,12.72,0.212,3.97,7.66,3.07,1.73,0.412,37,16,41,307,613,21,57,4,GrandeRonde,2
54.31,2.207,13.71,12.72,0.212,3.97,7.66,3.07,1.73,0.412,37,16,41,307,613,21,57,4,GrandeRonde,2
51.98,2.853,13.28,14.53,0.249,3.89,8.23,2.93,1.25,0.569,38,46,31,296,564,22,57,4,Wanapum,1
52.52,2.856,13.25,14.01,0.241,4.04,8.18,3.24,1.17,0.492,37,15,32,312,540,25,57,4,Imnaha,3
55.65,2.309,13.56,11.95,0.215,3.51,7.12,3.36,1.88,0.44,33,14,41,300,670,25,57,4,GrandeRonde,2
55.65,2.309,13.56,11.95,0.215,3.51,7.12,3.36,1.88,0.44,33,14,41,300,670,25,57,4,GrandeRonde,2
54.27,2.574,13.77,12.77,0.202,3.61,7.38,3,1.7,0.447,34,10,47,329,740,31,57,4,GrandeRonde,2
50.66,3.198,13.78,13.28,0.211,4.77,9.42,2.53,1.12,0.782,37,102,23,298,650,33,57,4,Wanapum,1
50.06,3.635,12.79,15.18,0.245,4.45,8.56,2.69,1.36,0.789,44,35,32,286,577,44,57,4,Wanapum,1
50.42,3.143,13.46,13.59,0.247,5.12,9.1,2.83,1.09,0.772,43,92,26,282,484,15,58,4,Wanapum,1
50.85,3.176,13.62,12.93,0.232,5.45,8.93,2.6,1.22,0.74,32,98,28,276,584,16,58,4,Wanapum,1
55.89,2.095,13.94,10.99,0.19,3.86,7.57,3.23,1.69,0.317,33,6,40,334,592,16,58,4,GrandeRonde,2
50.82,3.565,12.7,14.95,0.257,4.32,8.39,2.59,1.4,0.767,42,32,39,291,567,19,58,4,Wanapum,1
51.81,3.417,12.79,14.27,0.233,4.35,8.1,2.61,1.42,0.748,38,36,35,280,570,21,58,4,Wanapum,1
55.79,1.85,14.25,10.38,0.195,4.32,8.18,3.14,1.34,0.331,43,20,32,318,551,24,58,4,GrandeRonde,2
56.53,2.211,13.35,12.06,0.192,3.06,6.72,3.36,1.95,0.324,31,21,51,312,691,24,58,4,GrandeRonde,2
49.32,3.201,13.66,13.96,0.228,5.77,9.22,2.58,1.06,0.755,37,98,25,289,512,25,58,4,Wanapum,1
56.33,2.189,13.84,11.16,0.197,3.4,7.08,2.81,2.34,0.41,32,13,54,354,712,27,58,4,GrandeRonde,2
50.7,3.141,13.45,14.05,0.226,4.68,8.74,2.78,1.31,0.662,39,48,35,308,556,32,58,4,Wanapum,1
55.1,2.588,14.02,11.65,0.174,3.37,7.51,3.2,1.7,0.439,34,17,41,329,677,7,59,4,GrandeRonde,2
53.85,1.802,14.21,11.22,0.193,4.97,9.02,3.11,1.13,0.288,47,50,23,318,525,14,59,4,GrandeRonde,2
49.8,3.237,13.53,13.75,0.285,5.14,9.36,2.64,1.19,0.822,50,107,24,292,574,14,59,4,Wanapum,1
51.88,3.152,13.56,13.57,0.208,4.01,8.57,2.83,1.27,0.699,39,58,29,313,561,19,59,4,Wanapum,1
52.08,3.11,13.29,13.68,0.22,4.15,8.27,2.8,1.53,0.631,38,26,37,316,580,23,59,4,Wanapum,1
52.08,3.11,13.29,13.67,0.221,4.15,8.27,2.8,1.53,0.631,38,26,37,316,580,23,59,4,Wanapum,1
55.9,2.289,14.37,9.91,0.196,3.73,7.92,3.01,1.98,0.442,36,13,45,342,683,24,59,4,GrandeRonde,2
54.3,2.188,13.77,12.26,0.203,3.87,7.66,3.52,1.57,0.418,45,18,38,320,593,26,59,4,GrandeRonde,2
56.38,2.378,14.25,10.56,0.195,3.37,6.99,3.12,2.04,0.448,32,32,49,323,730,26,59,4,GrandeRonde,2
49.89,3.191,13.71,13.34,0.233,5.41,9.26,2.67,1.26,0.78,38,97,25,288,530,27,59,4,Wanapum,1
49.83,3.086,13.32,13.8,0.227,5.8,9.05,2.77,1.13,0.754,39,98,27,286,473,28,59,4,Wanapum,1
49.61,3.181,13.7,13.67,0.223,5.56,9.25,2.58,1.2,0.778,37,95,30,297,599,28,59,4,Wanapum,1
55.77,2.346,13.62,12.66,0.188,3.05,6.61,3.46,1.81,0.479,32,4,51,311,713,28,59,4,GrandeRonde,2
55.77,2.346,13.62,12.66,0.188,3.05,6.61,3.46,1.81,0.479,32,4,51,311,713,28,59,4,GrandeRonde,2
56.46,2.207,13.79,11.69,0.19,3.15,6.57,3.39,1.88,0.423,31,14,56,348,715,29,59,4,GrandeRonde,2
49.83,3.163,13.46,13.73,0.223,5.51,9.13,2.76,1.2,0.758,35,104,25,291,533,31,59,4,Wanapum,1
49.82,3.164,13.46,13.72,0.223,5.51,9.13,2.76,1.2,0.762,35,104,25,291,533,31,59,4,Wanapum,1
54.85,2.303,13.97,11.68,0.162,4.05,7.35,3.49,1.55,0.366,39,29,41,326,535,17,60,4,GrandeRonde,2
50.06,3.194,13.26,14.16,0.233,5.11,9.33,2.52,1.14,0.774,43,97,25,288,426,25,60,4,Wanapum,1
51.17,3.291,14.22,12.41,0.22,4.14,9.77,2.66,1.09,0.806,41,119,27,300,451,25,60,4,Wanapum,1
50.42,3.084,13.71,13.59,0.22,5.26,9.08,2.7,1.01,0.718,38,101,20,285,458,25,60,4,Wanapum,1
50.66,3.08,13.32,14.17,0.214,4.89,9.02,2.61,1.05,0.764,39,95,22,285,469,25,60,4,Wanapum,1
50.65,3.167,13.67,13.45,0.213,4.79,9.43,2.57,1.06,0.771,38,104,23,294,470,25,60,4,Wanapum,1
50.44,3.154,13.34,13.67,0.232,5.19,9.18,2.71,1.09,0.77,39,110,24,288,473,25,60,4,Wanapum,1
50.32,3.118,13.5,13.63,0.23,5.45,9.09,2.58,1.1,0.756,39,105,22,290,476,25,60,4,Wanapum,1
49.82,3.043,13.25,14.27,0.252,5.76,8.92,2.6,1.11,0.746,40,102,25,281,479,25,60,4,Wanapum,1
49.82,3.066,13.35,14.57,0.242,5.32,9.01,2.54,1.09,0.769,42,113,23,286,485,25,60,4,Wanapum,1
50.1,3.214,13.28,14.17,0.238,5.07,9.26,2.69,1,0.755,39,93,27,283,505,25,60,4,Wanapum,1
49.5,2.988,13.47,13.86,0.227,5.38,9.73,2.77,1.1,0.723,39,102,29,272,506,25,60,4,Wanapum,1
50.27,2.616,13.33,13.89,0.229,5.71,9.38,2.66,0.96,0.721,41,99,25,290,510,25,60,4,Wanapum,1
50.32,3.061,13.54,13.61,0.229,5.52,9.05,2.45,1.23,0.758,40,115,25,288,536,25,60,4,Wanapum,1
50.43,3.317,13.7,12.87,0.221,5.12,9.27,2.84,1.18,0.807,36,114,29,286,547,25,60,4,Wanapum,1
50.54,3.244,13.71,12.85,0.226,5.33,9.22,2.75,1.13,0.776,32,102,28,288,580,25,60,4,Wanapum,1
50.82,3.203,13.76,12.78,0.209,4.89,9.57,2.62,1.12,0.794,41,95,25,302,588,25,60,4,Wanapum,1
51.03,3.204,13.88,12.76,0.208,4.47,9.62,2.68,1.13,0.781,36,110,28,299,593,25,60,4,Wanapum,1
50.26,3.226,13.64,13.39,0.228,5.29,9.15,2.78,0.99,0.808,33,110,24,291,650,25,60,4,Wanapum,1
50.67,3.198,13.78,13.28,0.211,4.77,9.42,2.53,1.12,0.782,37,102,23,298,650,25,60,4,Wanapum,1
50.19,3.277,13.66,13.11,0.227,5.36,9.21,2.82,1.12,0.784,36,98,26,291,652,25,60,4,Wanapum,1
54.05,2.106,13.91,12.29,0.215,4.38,8.01,3.09,1.31,0.406,37,40,24,313,603,31,60,4,GrandeRonde,2
50.23,3.314,13.87,12.84,0.246,4.74,9.98,2.64,1.05,0.805,39,100,27,309,694,31,60,4,Wanapum,1
54.17,2.539,13.77,12.86,0.201,3.59,7.33,3.01,1.8,0.447,33,13,48,328,711,32,60,4,GrandeRonde,2
51.09,3.409,14.56,11.76,0.2,4.55,9.49,2.75,1.13,0.802,42,102,26,305,580,33,60,4,Wanapum,1
55.08,2.159,14.36,10.24,0.167,4.66,8.71,2.92,1.15,0.339,34,51,42,255,502,39,60,4,SaddleMountains,0
55.09,2.159,14.35,10.23,0.166,4.66,8.71,2.93,1.14,0.339,34,51,42,255,502,39,60,4,SaddleMountains,0
55.87,1.868,14.31,10.54,0.182,4.19,7.64,3.51,1.33,0.332,39,24,33,312,557,11,61,4,GrandeRonde,2
49.43,3.34,13.87,13.5,0.241,5.47,9.43,2.58,1.06,0.815,38,108,22,289,542,15,61,4,Wanapum,1
54.02,1.808,14.3,10.85,0.191,4.67,9.46,3.13,1.08,0.29,42,51,30,312,450,16,61,4,GrandeRonde,2
51.4,3.063,13,14.48,0.22,4.35,8.12,3.02,1.47,0.629,41,26,34,310,579,16,61,4,Wanapum,1
52.22,3.252,13.72,12.65,0.2,4.02,8.57,3.1,1.33,0.688,44,23,31,328,624,23,61,4,Wanapum,1
53.83,2.567,13.85,12.51,0.199,3.8,7.85,3.07,1.68,0.404,32,4,45,356,565,24,61,4,GrandeRonde,2
50.27,3.661,12.84,14.88,0.235,4.5,8.77,2.85,0.99,0.758,40,25,22,298,531,26,61,4,Wanapum,1
49.67,3.191,13.42,14.35,0.23,5.3,9,2.74,1.07,0.772,39,92,24,284,540,27,61,4,Wanapum,1
52.57,2.506,14.73,14.25,0.191,3.15,7.29,3.33,1.25,0.47,42,17,32,350,685,28,61,4,GrandeRonde,2
49.93,3.251,13.5,13.73,0.227,5.47,9.13,2.56,1.15,0.797,36,105,25,289,510,30,61,4,Wanapum,1
51.95,1.716,14.75,11.62,0.166,5.86,9.52,2.54,1.24,0.38,26,125,26,268,685,31,61,4,SaddleMountains,0
55.14,2.379,13.77,12.55,0.198,3.28,7.14,3.15,1.65,0.466,33,10,42,344,924,31,61,4,GrandeRonde,2
52.34,3.192,13.59,12.6,0.21,4.14,8.46,3.25,1.31,0.658,44,25,33,336,667,32,61,4,Wanapum,1
51.56,3.291,14.02,12.75,0.208,4.11,8.66,3.18,1.3,0.668,39,28,27,334,619,8,62,4,Wanapum,1
50.05,3.676,12.7,15.08,0.25,4.48,8.67,2.73,1.32,0.792,36,29,31,283,527,11,62,4,Wanapum,1
52.36,3.209,13.52,12.83,0.205,3.93,8.56,2.96,1.53,0.653,41,26,37,325,555,19,62,4,Wanapum,1
52.36,3.209,13.52,12.83,0.205,3.93,8.56,2.96,1.52,0.653,41,26,37,325,555,19,62,4,Wanapum,1
49.47,3.162,13.87,13.7,0.236,5.25,9.25,2.9,1.15,0.772,38,107,23,294,459,23,62,4,Wanapum,1
49.3,3.185,13.74,13.99,0.239,5.54,9.21,2.62,1.16,0.768,37,96,26,291,501,23,62,4,Wanapum,1
51.84,3.127,13.25,13.92,0.218,4.09,8.33,3.06,1.28,0.639,37,22,30,318,578,24,62,4,Wanapum,1
49.7,3.229,13.48,14.21,0.24,5.21,9.15,2.57,1.12,0.833,35,102,25,294,606,27,62,4,Wanapum,1
54.92,2.541,13.86,11.72,0.221,3.52,7.35,3.14,1.95,0.512,34,19,50,343,741,29,62,4,GrandeRonde,2
55.14,2.589,14.1,11.78,0.194,3.17,7.38,2.9,1.9,0.524,33,18,81,352,938,31,62,4,GrandeRonde,2
52.61,3.095,13.06,13.72,0.206,3.93,8.22,2.91,1.43,0.586,41,28,32,309,571,33,62,4,Wanapum,1
50.64,3.242,13.58,13.39,0.222,5.14,9.24,2.49,1.03,0.785,40,94,23,284,463,43,62,4,Wanapum,1
51.35,2.969,13.28,14.36,0.222,4.4,8.39,2.85,1.51,0.417,31,35,32,288,658,15,63,4,SaddleMountains,0
54.63,2.403,13.6,12.81,0.203,3.48,7.1,3.19,1.85,0.498,35,21,43,317,633,21,63,4,GrandeRonde,2
50.53,3.337,13.97,13.12,0.237,4.31,9.57,2.72,1.11,0.835,39,98,29,306,531,23,63,4,Wanapum,1
50.12,3.244,13.66,13.62,0.223,5.08,9.16,2.81,1.05,0.778,39,94,25,289,524,27,63,4,Wanapum,1
50.57,3.466,14.46,12.44,0.207,3.99,9.75,2.83,1.2,0.825,40,96,30,310,560,28,63,4,Wanapum,1
50.06,3.285,13.76,13.21,0.245,5.15,9.46,2.71,1.08,0.781,33,102,22,285,578,31,63,4,Wanapum,1
52.25,3.096,13.15,13.87,0.217,3.99,8.32,3.04,1.25,0.584,41,30,26,314,554,11,64,4,Wanapum,1
50.13,3.285,13.68,13.35,0.221,5.15,9.35,2.67,1.11,0.807,39,98,25,285,560,23,64,4,Wanapum,1
55.43,2.395,13.74,12.18,0.196,3.14,7.21,3.23,1.79,0.429,33,13,45,285,754,23,64,4,GrandeRonde,2
49.4,3.251,13.71,14.14,0.271,4.99,9.29,2.7,1.19,0.79,37,94,30,291,532,26,64,4,Wanapum,1
51.5,3.308,14.03,12.96,0.182,3.62,9.27,2.86,1.18,0.821,38,100,28,294,681,27,64,4,Wanapum,1
52.2,1.708,14.85,11.11,0.167,6.04,9.47,2.59,1.25,0.388,28,129,28,265,580,34,64,4,SaddleMountains,0
51.31,3.338,14.12,13.08,0.208,4.2,8.84,3.03,0.95,0.666,42,29,14,336,657,12,65,4,Wanapum,1
49.47,3.216,13.57,14.03,0.235,5.58,9.13,2.58,1.17,0.781,38,93,28,287,528,26,65,4,Wanapum,1
49.73,3.453,13.6,14.08,0.246,4.42,9.42,2.66,1.28,0.832,41,95,32,292,548,29,65,4,Wanapum,1
